node_id,type,name,latitude,longitude,created_at,value 1,value 2,value 3,value 4,value 5,value 6,value 7,value 8,value 9,value 10,value 11,value 12
sl051,AQ,Node sl051,13.017933066464058,77.55537765524494,2025-09-21 03:52:44.102089,12.23186134210727,41.86034356179067,,174.7221331208488,,26.590544482876318,31.772928893856033,26.368710387281073,3.4902588019170913,6.9373000029390335,24.732229751223418,31.339453207093
wf030,SL,Node wf030,12.985700883242208,77.65920975210922,2025-09-12 04:14:45.102089,15.72931875089077,69.41490203805465,-0.9913636807619969,106.24076134167034,,78.30156825005001,24.112348853704102,28.09516338888662,41.047575330920466,41.61687137081028,34.944792166840635,
aq036,WF,Node aq036,12.96867424616911,77.64622752166458,2025-10-13 04:05:20.102089,0.16787787092117762,0.310232599619522,1.8709614871907585,74.5534366266964,1.5321705045316372,0.6822075042222254,,,,,,
wf048,WF,Node wf048,13.020752022366601,77.56096415584615,2025-10-06 06:09:41.102089,0.544607142918449,0.05760274668654564,1.9735220305155288,43.623924864300044,0.10913013821281498,0.01935792612310955,,,,,,
aq037,AQ,Node aq037,12.95153697512741,77.60407814617285,2025-08-28 07:50:57.102089,4.737986043965385,5.820494421097022,6.55373806267067,180.15817955610916,15.087324117708938,31.855556093629104,5.234276947851185,42.7041570136931,16.62189701411807,2.2907972569985033,8.087435349638485,3.384202641220565
aq014,AQ,Node aq014,13.023959124511068,77.57528094402265,2025-09-04 10:12:17.102089,1.0550132285523326,5.817484840881169,0.3920156117768939,40.23424490523467,18.572764682573762,27.284008245071817,5.891031683315563,17.561633091837624,3.4866692065296596,1.3473700795177694,228.1858269772547,10.197191380742535
sl023,AQ,Node sl023,12.966541983955794,77.63167511817652,2025-09-28 07:11:13.102089,74.67745184102819,48.03291463811838,308.6163070684246,38.09624758615429,36.22598921374808,28.86325561535806,73.54404358619885,14.674490307976159,3.9325102109745766,4.402350586376186,,90.27714614565303
wf057,SL,Node wf057,12.975240474224911,77.64781434625534,2025-10-02 20:29:30.102089,1.2157306970510957,,0.8447875849338429,28.844745430572043,2.667451526869804,54.367790132376534,46.07301119418971,31.602198836186375,10.765041858024341,38.649018644097985,1.682197435048927,
wf017,WF,Node wf017,12.956010068743009,77.60212202597295,2025-10-11 21:37:05.102089,0.2932332041031232,1.348833981853818,1.605931446633107,37.773502085349136,0.39769195623697107,0.007665012552969568,,,,,,
sl027,WF,Node sl027,12.982258289494878,77.66847602546883,2025-10-23 20:45:47.102089,0.9414351570940831,0.03934696614207716,1.733564502602948,5.498852057845478,156.84300698360678,0.23179138560199047,,,,,,
wf007,AQ,Node wf007,12.997338289623295,77.63545242779679,2025-10-07 21:11:45.102089,24.265943817126406,20.595225164421763,5.730497211927171,4.044519788605588,26.914962215864513,34.35120087621496,5.169536973253734,30.4281135406802,3.289894176779188,6.720895695609464,25.968831005071017,14.612397802754893
wf036,SL,Node wf036,13.014706418689721,77.54033982627786,2025-09-28 11:04:59.102089,113.51950005617167,57.553811355763514,,51.88322156085088,,23.13072177014389,73.58143872522254,54.84054083234838,22.359293081745385,61.48245686167962,8.988960425632467,
wf015,SL,Node wf015,12.93012789112033,77.60055038535222,2025-09-20 15:12:14.102089,45.53850812661248,,-1.3665286645959318,15.873397137801737,1.55643258837515,3527.4163129105464,38.998378985503706,1.1950856523648576,28.78811294086826,18.362250024686475,22.192400409444716,
wf017,AQ,Node wf017,13.015336709234298,77.53776779636533,2025-10-10 01:25:46.102089,9.32723999634536,11.372579962721627,8.848923046397928,7.953699167060088,31.839199161624084,24.324584894655395,36.455467841484435,30.548442648772163,1.22812839544596,4.247012943656414,28.980075714272942,7.816518506583127
aq044,AQ,Node aq044,12.993380198401772,77.54751499347724,2025-10-21 20:28:25.102089,73.36412440498526,27.600088622509304,56.66006065185269,15.815754368570571,21.586472142641288,27.752753259965612,7.3024530804505146,64.90747832973648,11.604718055403657,4.813443352550346,82.21346795488574,31.216796158782838
wf002,AQ,Node wf002,13.027021497740822,77.53364561295491,2025-09-21 03:25:15.102089,53.85039230168506,,19.94224714092306,181.2349885909529,19.047384520705194,24.477375101363748,31.26198906576424,21.647051560625037,10.224865029565002,14.803114073415143,46.23427836816483,18.96751085096745
aq048,AQ,Node aq048,12.979968224455272,77.66195220488969,2025-09-30 20:18:10.102089,32.19746130384044,474.6011751833749,22.052376797155905,29.216080352356872,21.203688694444146,19.484492848912115,32.38804921540077,13.36448561287317,6.451439908172248,35.26383585644109,5.798389339015923,9.74259701912301
aq057,WF,Node aq057,12.983983060740137,77.66679159789082,2025-09-08 04:33:40.102089,0.40146735282457696,74.01437487551661,1.283047628816469,40.534685151802066,0.5374046890067492,1.3231115776062468,,,,,,
wf009,AQ,Node wf009,12.955576116230583,77.61715306691647,2025-10-17 05:11:02.102089,26.62512057865102,54.21669665795969,17.94415552222783,5.139614656228799,24.484750404262677,24.889917120158653,9.674554384642049,18.713199401745925,,5.863233090008548,,16.394992000661897
aq022,AQ,Node aq022,12.990399283774412,77.65153258058793,2025-10-08 13:54:36.102089,16.15625369681483,193.92697736797757,9.544262257666459,8.066157516207436,17.1728725905039,31.538758997100835,44.2446382041587,32.6778275815153,8.130295854705457,27.878187855781423,59.176715247860926,9.018787789778463
wf066,WF,Node wf066,12.92409015715517,77.60175257411422,2025-09-17 01:12:36.102089,0.003179614731290767,0.4537535969871395,2.1382951595833792,33.30958060415914,1.2237104613569494,12.666245935863259,,,,,,
aq046,AQ,Node aq046,12.999580016952692,77.54987787754564,2025-10-18 05:03:37.102089,50.87298785244295,86.31247457826937,70.44329130367402,120.05222800740056,23.88247818961597,,7.333552491026849,,7.9588970356346325,8.910688733555686,14.71462386795176,11.579088588821321
sl055,AQ,Node sl055,13.012445924595395,77.55861026337847,2025-10-24 00:27:04.102089,3.033954028212605,67.80510147236811,15.098058677684962,20.84781125946918,16.47796056799848,27.63243430931094,,35.14070407500151,5.016440644445075,11.176747290910058,157.19836873355672,19.160898793309332
sl030,AQ,Node sl030,12.976961021140701,77.66261369354419,2025-09-13 01:54:01.102089,17.10107295328648,9.34916410801883,85.99133474456349,6.179549567794683,21.312871366284302,24.47636732904116,47.01674720339295,25.954304899866504,8.709730978302273,2.1991561948867764,26.826417027738604,14.853490608887558
aq011,WF,Node aq011,12.981995691266045,77.65713322632234,2025-09-06 23:10:41.102089,0.09857227065360841,0.12479800525703295,2.849886690141863,35.29573451271314,1.1845790607260844,1.6286172418872995,,,,,,
aq031,SL,Node aq031,12.95124807116612,77.6024258180418,2025-10-15 16:21:23.102089,7.369045486129208,84.40062752886418,-1.1831360132156536,55.48492980301417,5.821652035830774,22.75313576216319,49.939165777177415,15.11783989614122,57.473639655745636,13.520086816105872,149.3477086564161,
sl007,AQ,Node sl007,12.981756277126824,77.65705422209757,2025-09-30 17:07:52.102089,4.513039095688944,136.05191215388226,28.868994638006424,18.22546265902044,20.681651610516436,25.587741734196396,14.475949752253126,44.85460953764883,7.591835319081896,5.505655966493178,10.034024448092696,70.50237252992149
wf054,WF,Node wf054,12.964369613859326,77.64989491516272,2025-10-18 19:55:19.102089,0.8195044105392111,0.30189553821063725,2.5799875840032973,7.249084857984607,0.06919781569633641,0.16230604370997626,,,,,,
aq056,WF,Node aq056,12.97205192936583,77.63658629485334,2025-09-16 14:51:26.102089,2.05766876072525,0.5336168832032429,,25.28304723534525,1.9148017759487188,0.4135784786359173,,,,,,
aq038,AQ,Node aq038,13.01677579313097,77.54408468040891,2025-09-30 15:26:15.102089,37.6969497658498,94.93438530911476,8.093572048444061,,25.259276965152345,27.42195705355358,26.610209309254234,18.216369817298684,6.211582252256168,8.691816755453578,58.57499675967664,430.77541342026893
aq021,WF,Node aq021,12.978493024299828,77.65212954051749,2025-09-30 09:37:00.102089,0.022084274035326194,146.8911556972233,,13.398463115159315,0.049443218372376314,0.32044769915821647,,,,,,
wf044,AQ,Node wf044,12.97499558597545,77.64129616319047,2025-09-07 01:29:07.102089,6518.96359435101,27.803531407686933,13.72101357759493,12.055780342582844,,24.851180585198836,20.633396179386416,13.385552268019776,,4.251106264145964,14.670914517090793,58.50083585581678
wf028,AQ,Node wf028,13.02254342126938,77.54060267732723,2025-10-25 06:48:47.102089,28.55195482848963,384.24251582908477,27.64373868032265,180.01710631931718,29.84277574488045,23.934211604937236,51.54548454834682,53.87722560732602,5.746716377923072,4.755954987673151,63.168918924722995,14.21995120201174
sl006,SL,Node sl006,13.00858772322437,77.55618169143041,2025-10-05 14:40:37.102089,13.79292843128232,28.614939160223614,2.9314584875587664,6.431971866587495,1.10545150209633,63.80748814762709,85.58192089215679,96.06390482168906,12.586625908865937,127.80976418544799,33.687551197358886,
sl022,SL,Node sl022,13.015174139924081,77.55680493664204,2025-10-05 14:48:03.102089,39.449461197889065,5268.408991896734,-0.31302963760436225,60.581597272372754,1.671314734133392,61.73544401866303,25.465052241466946,124.2237303630694,58.56915307419997,74.60183736021446,49.22478590349754,
sl004,SL,Node sl004,13.02502976049218,77.55295680583387,2025-09-13 13:55:26.102089,82.91053221282603,31.35980399127833,-2.245112052003875,73.06244952201207,1.1593868179668747,18.89057547663906,43.98303422056378,28.674092543016677,22.646674348096397,9.029796639387405,3.3219995078161717,
aq008,AQ,Node aq008,12.982044588896175,77.64502264951479,2025-10-04 18:58:55.102089,20.425625199934473,,11.501209135323403,308.1564927713072,28.87355141475978,4354.809870866718,16.596550974687208,27.70219663274453,3.2578314867956126,5.42124118966731,29.58858761062634,55.748889411961386
sl056,AQ,Node sl056,12.976266273607054,77.64662355932475,2025-10-15 17:55:01.102089,4.391400203508576,27.946940137952843,45.86789642050891,8.605369995413335,23.901274375610097,26.334742740040976,44.29107597924516,9.005963319887199,21.61665761658359,12.899781244483522,57.06275631746248,100.26119839368975
wf006,WF,Node wf006,12.976493244003612,77.65700043081827,2025-10-14 13:52:31.102089,0.03429948122897326,0.4759833596869792,2.019141796711272,0.501541141032468,0.004428472287241341,0.4530989810800819,,,,,,
wf053,AQ,Node wf053,12.94523919496227,77.59098344794761,2025-10-20 22:50:08.102089,40.41646075430612,18.182728219934987,,8.5349632475735,26.0940819536192,19.74790513960236,62.56056622532174,36.934664881424396,18.996565387658674,20.461183367972097,22.058780483063806,109.224536994257
aq034,AQ,Node aq034,13.016649601906181,77.53545102820634,2025-09-04 16:31:41.102089,74.04630553030185,134.87606728690673,,2.1691842177482044,2126.034167921946,29.158672670222117,15.218180377752313,25.400002021815382,3.420575190648165,15.679439291732274,19.256358065252478,9.902921669514065
sl012,WF,Node sl012,12.974961973555287,77.65507195825873,2025-09-06 17:42:11.102089,0.11062073842098716,0.2835346012593793,1.1941183761113083,51.62205109358876,0.005620524625048225,0.3049070860468949,,,,,,
wf039,AQ,Node wf039,12.97635594300274,77.6488060012734,2025-10-08 09:04:28.102089,23.367780759219443,1.4948501421301943,52.49807620394261,32.72197706173221,29.229649495463537,21.689057166808347,28.716229066948344,39.87314556208666,5.414216754152466,1.7678289386404913,14.516287085526411,18.67834757189982
sl009,SL,Node sl009,12.982957008256287,77.66307216077702,2025-10-14 05:34:31.102089,45.65038966509493,51.027022521623046,-0.634171950835473,55.61490351910141,1.616557195927102,64.32109337817698,48.84067476415881,42.86170466280002,32.23098093780713,13.52799589299251,110.02050021152247,
wf021,AQ,Node wf021,13.022748492384983,77.53934737651174,2025-10-06 05:26:17.102089,13.16360801059446,43.76575390495337,62.70493070493919,193.05292430576168,28.48774924374606,39.25116317361726,24.30243796052761,17.054891278294818,2.4408421147032917,5.682779017957345,54.086926349228754,16.882871884933316
sl018,WF,Node sl018,13.006870707554988,77.56074686147069,2025-09-04 08:08:50.102089,0.23764357064497646,0.40356740995902096,1.267525128708019,19.71956832130003,0.6756350938578539,0.03037175001675077,,,,,,
sl023,AQ,Node sl023,13.037917633500125,77.54416211828692,2025-10-01 11:09:26.102089,8.87584294588506,12.428303231070615,16.811175290390562,47.6342531611176,16.547422908447967,22.384387841440198,38.0979892341757,21.741349801961707,2.876643047862876,5.261051370097462,30.897311522090614,157.25649065124375
aq064,WF,Node aq064,12.97456841886146,77.65782089865016,2025-10-10 16:06:03.102089,0.15259963193824308,0.10050443648028719,1.7077564374078644,49.224775063276596,1.6208614721890684,0.3253960965860724,,,,,,
aq002,WF,Node aq002,13.024688797033669,77.5371160632767,2025-09-03 23:41:01.102089,0.07752513453839105,0.00787806334124789,2.8554340613787903,32.07300016279897,0.4447757261126393,0.07261163692309877,,,,,,
wf043,AQ,Node wf043,12.969283422663644,77.63394858900918,2025-08-30 02:49:58.102089,110.99089878035515,29.755549587628458,7.553716132965044,88.27667632618696,,17.79264392288179,19.381188986660028,26.29314783193622,15.715433541444954,4.662172746485325,197.2317048728945,9.224285758098844
aq026,SL,Node aq026,12.964626757521794,77.6035091513078,2025-09-11 01:20:26.102089,11.030130848041791,22.274752465111575,1.1112834247767833,31.208055563035046,0.3405206380436686,23.804925480630825,0.4369588743731912,3.4972072717144878,23.76013524212537,31.10813486878527,44.540925370431175,
wf017,SL,Node wf017,13.025381920962978,77.54724819234374,2025-09-01 05:06:51.102089,3.1999306097919877,38.64179152899663,-1.458553793720527,2.191983949796669,2.8513206215614746,83.50316493029669,24.190021971673637,12.433172928480252,64.08723222095017,20.765797376306516,,
wf041,SL,Node wf041,13.023824724461257,77.55159339839992,2025-09-04 16:19:42.102089,46.12479847824746,335.5022291601112,-0.34881813298870956,48.72332865720336,2.290122250440504,61.13795766538336,4.402214737794231,25.622165726837842,2.52670896654117,25.975576527805327,,
wf003,SL,Node wf003,12.978211113078716,77.64024430579458,2025-09-07 23:17:24.102089,62.01735787520543,14.696133961338312,-58.82008781408407,,877.2311061975213,23.415703461606363,17.326738752469144,,12.52384279826318,6.174228432961197,22.396027735398906,
